0.421741,0.512743,0.787469,0.041211,0.426097,0.559615,0.384181,0.358778,0.164944,0.738593,0.043747,0.351487,0.400796,0.603907,0.301854,0.688800,0.316929,0.031263,0.337778,0.206682,0.295708,0.447831,0.433328,0.834992,0.083436,0.405733,0.584074,0.799756,0.527424,0.282807,0.000000,0.430279,0.549898,0.185801,0.402438,0.241502,0.551711,0.400770,0.080298,0.284472,0.162519,0.256279,0.450151,0.377445,0.541719,0.235848,0.443469,0.448541,0.665417,0.411356,0.300234,0.544034,0.180841,0.412946,0.285498,0.541570,0.444006,0.217239,0.350041,0.101845,0.454681,0.137396,0.612517,0.429298,0.232168,0.481040,0.121151,0.410246,0.272720,0.617945,0.376751,0.219250,0.429931,0.248523,0.370349,0.261132,0.514878,0.658873,0.229022,0.456935,0.220314,0.625843,0.566455,0.756541,0.603104,0.137000,0.376656,0.227739,0.611676,0.249561,0.665731,0.544697,0.162274,0.135511,0.003700,0.527378,0.269493,0.512732,0.548900,0.521876,0.294778,0.002224,0.507280,0.586350,0.527086,0.000000,0.132867,0.364421,0.172293,0.000000,0.142430,0.286099,0.256545,0.164116,0.352797,0.243501,0.256740,0.487842,0.456903,0.356730,0.354743,0.579559,0.232976,0.348213,0.484771,0.497276,0.344299,0.304390,0.351783,0.122601,0.326726,0.534427,0.546876,0.268592,0.442014,0.377413,0.055397,0.254229,0.461886,0.579457,0.240532,0.645053,0.613445,0.067837,0.196125,0.584843,0.402975,0.420832,0.076209,0.856806,0.018730,0.444704,0.238283,0.855104,0.118903,0.068898,0.059349,0.007118,0.065613,0.133083,0.031467,0.487026,0.338919,0.240180,0.006384,0.398329,0.620068,0.490244,0.233560,0.149487,0.196086,0.045524,0.262117,0.478543,nan,0.112024,0.302188,0.665967,0.104564,0.076671,0.309892,0.001340,0.392666,0.189115,0.230845,0.011546,0.397028,0.277395,0.431694,0.696429
0.773105,0.434298,0.596848,0.100540,0.791551,0.819217,0.542989,0.364471,0.298216,0.643270,0.059105,0.376830,0.484718,0.478588,0.078978,0.528353,0.762533,0.449766,0.045391,0.443408,0.281671,0.762572,0.201887,0.531831,0.139739,0.750301,0.696721,0.994130,0.396215,0.195522,0.551297,0.205164,0.387726,0.212941,0.599280,0.672207,0.449839,0.389562,0.134317,0.693747,0.501973,0.682311,0.328610,0.579670,0.546469,0.251771,0.315884,0.471340,0.440958,0.829516,0.419598,0.321171,0.273836,0.842168,0.664156,0.773432,0.588853,0.298141,0.474149,0.121665,0.580750,0.299075,0.541033,0.746364,0.172819,0.463211,0.172283,0.736574,0.506344,0.876076,0.549528,0.107370,0.541347,0.175245,0.538030,0.323214,0.820345,0.597472,0.086742,0.364682,0.222653,0.569470,0.290188,0.740931,0.794652,0.103193,0.396160,0.284116,0.796619,0.498355,0.828135,0.654675,0.260688,0.279889,0.028292,0.603713,0.470515,0.559229,0.480100,0.265839,0.335920,0.016633,0.456414,0.509375,0.536431,0.514773,0.281428,0.253844,0.095366,0.516699,0.372966,0.582668,0.117167,0.139976,0.397641,0.146454,0.108187,0.116027,0.370592,0.086392,0.235442,0.842044,0.357192,0.074517,0.260255,0.415975,0.121266,0.181607,0.434391,0.138476,0.100736,0.261511,0.436522,0.090073,0.206647,0.736005,0.354821,0.069320,0.428471,0.456572,0.346408,0.534903,0.639076,0.226517,0.356703,0.835991,0.475251,0.759654,0.825881,0.686087,0.018761,0.829314,0.699604,0.000000,0.031040,0.119314,0.952296,0.929233,0.008510,1.000000,0.001284,0.535396,0.275184,0.270385,0.013613,0.465181,0.665163,0.636585,0.208147,0.410460,0.189276,0.036179,0.049737,0.772609,nan,0.425445,0.468378,0.438828,0.031839,0.449468,0.515341,0.000311,0.646385,0.322969,0.310774,0.052482,0.634820,0.519724,0.092896,0.488722
0.937897,0.426214,0.557521,0.134830,0.943142,0.931165,0.611705,0.261850,0.144045,0.897427,0.029043,0.241146,0.358881,0.603907,0.372595,0.101562,0.318800,0.169513,0.368886,0.159488,0.606128,0.555054,0.067951,0.785910,0.124382,0.529269,0.473902,0.994130,0.698967,0.066185,0.363470,0.165560,0.692647,0.290669,0.862561,0.726056,0.115224,0.612971,0.089553,0.716765,0.437596,1.000000,0.449533,0.156307,0.437250,0.138982,0.449250,0.212302,0.753683,0.693413,0.171185,0.604806,0.128932,0.686813,0.438086,0.998466,0.725662,0.149348,0.566610,0.101149,0.712783,0.324393,0.887638,0.620186,0.198404,0.527260,0.085439,0.598738,0.351822,0.821734,0.546423,0.167340,0.411057,0.145679,0.541014,0.323196,0.758017,0.720876,0.135838,0.500839,0.121665,0.676087,0.445938,0.931547,0.652081,0.251423,0.401928,0.106250,0.658149,0.324150,0.751603,0.619370,0.212276,0.091538,0.004043,0.611973,0.266819,0.453544,0.669712,0.206935,0.154402,0.024279,0.662387,0.552949,0.687323,0.155338,0.170594,0.343415,0.175850,0.154751,0.268963,0.356441,0.000000,0.015144,0.464320,0.234197,0.000000,0.044753,0.401249,0.050083,0.033914,0.733413,0.340859,0.053023,0.119543,0.380739,0.099905,0.073715,0.297243,0.105760,0.105991,0.116825,0.485582,0.094816,0.082512,0.370798,0.081369,0.095342,0.121007,0.571564,0.026916,0.081572,0.693247,0.295095,0.037041,0.130308,0.385233,0.586398,0.057983,0.758262,0.018256,0.596107,0.311061,0.965771,0.181637,0.056634,0.020064,0.002071,0.187444,0.089222,0.040935,0.639243,0.259417,0.075193,0.011836,0.623955,0.561443,0.568293,0.039798,0.094265,0.186479,0.033865,0.005455,0.161894,nan,0.975365,0.806263,0.288866,0.099654,0.995803,0.849256,0.013838,0.331927,0.154079,0.205085,0.007564,0.343949,0.175955,0.284153,0.222857
0.713920,0.451480,0.635695,0.092182,0.722953,0.799199,0.496076,0.326607,0.209004,0.820223,0.015714,0.313725,0.479191,0.603907,0.591025,0.117642,0.357952,0.079306,0.578187,0.354411,0.883565,0.441631,0.042416,0.721312,0.066811,0.423606,0.349695,0.994130,0.748610,0.137177,0.272270,0.138869,0.748831,0.346202,0.807244,0.583665,0.121033,0.487955,0.179432,0.587119,0.384047,0.787249,0.610743,0.159121,0.436151,0.211388,0.615512,0.467028,0.831735,0.512515,0.169642,0.472815,0.217208,0.514116,0.289329,0.643600,0.622141,0.124573,0.350064,0.123146,0.621306,0.179141,0.710782,0.469873,0.178382,0.535623,0.182956,0.447894,0.301883,0.689804,0.298328,0.166116,0.260989,0.423292,0.291566,0.162528,0.400620,0.429800,0.213645,0.494597,0.204580,0.400580,0.406645,0.639765,0.502618,0.181600,0.602710,0.271891,0.498876,0.447099,0.697313,0.542719,0.333426,0.144822,0.002325,0.511466,0.323136,0.305721,0.774418,0.422520,0.233784,0.007828,0.760997,0.737563,0.675032,0.544081,0.269653,0.246221,0.116766,0.546304,0.401594,0.278474,0.227644,0.152856,0.385520,0.203075,0.226570,0.203485,0.375558,0.312608,0.301280,0.598734,0.230154,0.310617,0.290436,0.415685,0.293973,0.222527,0.236208,0.082949,0.295857,0.250735,0.431289,0.301224,0.409882,0.456518,0.119971,0.289342,0.602538,0.525526,0.168056,0.355857,0.645651,0.129671,0.156974,0.401505,0.415627,0.480790,0.170951,0.834849,0.012833,0.494534,0.330583,0.811546,0.115648,0.061636,0.054688,0.006800,0.074757,0.129410,0.012014,0.645170,0.544825,0.154587,0.003179,0.614206,0.747463,0.280488,0.020178,0.014196,0.106003,0.017504,0.024631,0.037097,nan,0.486907,0.432212,0.354463,0.088189,0.490052,0.542991,0.006295,0.208577,0.161166,0.274922,0.022234,0.201699,0.215404,0.202186,0.190476
0.658082,0.326333,0.806713,0.054166,0.637912,0.802149,0.500995,0.248379,0.126409,0.763095,0.023055,0.238777,0.233798,0.603907,0.417867,0.364324,0.383220,0.059977,0.412061,0.324847,0.590722,0.450146,0.268759,0.531105,0.054315,0.453960,0.384751,0.747620,0.652486,0.161307,0.135944,0.206872,0.668080,0.256969,0.711776,0.437765,0.204743,0.541237,0.090588,0.443821,0.231196,0.682996,0.488691,0.252354,0.518355,0.197076,0.485374,0.402326,0.747100,0.580497,0.264219,0.374190,0.216478,0.588990,0.347237,0.748080,0.576308,0.250674,0.181673,0.142304,0.602230,0.178980,0.642679,0.580066,0.295717,0.778136,0.306346,0.550164,0.519616,0.695255,0.425301,0.193707,0.183562,0.381139,0.429481,0.230341,0.523005,0.530926,0.142496,0.483070,0.199909,0.502925,0.371106,0.754860,0.458336,0.128719,0.409823,0.169833,0.473279,0.243363,0.685576,0.655746,0.241428,0.218018,0.019696,0.622397,0.482180,0.493111,0.712331,0.330712,0.291152,0.007219,0.681844,0.711723,0.760860,0.473442,0.292034,0.182227,0.077139,0.497862,0.451254,0.318599,0.285144,0.253159,0.290355,0.134345,0.272079,0.248944,0.443120,0.280305,0.313877,0.698104,0.238003,0.269234,0.321295,0.534653,0.307879,0.280785,0.251286,0.050286,0.310828,0.270591,0.499730,0.253406,0.339629,0.432979,0.086897,0.237960,0.371457,0.539712,0.162157,0.270319,0.651142,0.184733,0.162905,0.412855,0.398132,0.501635,0.117676,0.840523,0.018491,0.515420,0.351674,0.877368,0.214360,0.110172,0.108586,0.022399,0.159813,0.255191,0.117495,0.652244,0.378430,0.199989,0.005604,0.605850,0.799324,0.634146,0.117376,0.160052,0.535976,0.328271,0.065114,0.923754,nan,0.245474,0.394237,0.607879,0.065570,0.194646,0.455065,0.018906,0.420688,0.215164,0.295151,0.058181,0.435244,0.433939,0.377049,0.257937
0.230682,0.254505,0.874793,0.039552,0.240749,0.422824,0.276210,0.521480,0.304488,0.789210,0.021281,0.513888,0.747224,0.603907,0.644640,0.168457,0.333065,0.094148,0.631856,0.510437,0.859555,0.419687,0.168188,0.680268,0.078044,0.408253,0.397709,0.778571,0.672531,0.121177,0.345039,0.115824,0.669586,0.337748,0.783037,0.591944,0.200157,0.676389,0.128255,0.583450,0.452495,0.884595,0.580982,0.300041,0.453708,0.134691,0.578679,0.446534,0.781965,0.517963,0.289456,0.670497,0.180946,0.507263,0.366235,0.692558,0.697821,0.309103,0.554753,0.100653,0.686057,0.468194,0.813136,0.574359,0.402958,0.548641,0.130145,0.549033,0.496852,0.614926,0.572938,0.385220,0.413654,0.207787,0.569883,0.629778,0.659308,0.654700,0.354814,0.383343,0.186950,0.626670,0.579783,0.626194,0.684810,0.277091,0.490451,0.109516,0.685241,0.419041,0.742634,0.273428,0.274147,0.211252,0.011416,0.231174,0.375776,0.147373,0.541928,0.563146,0.278388,0.007316,0.519652,0.673030,0.272233,0.354173,0.269646,0.178064,0.040109,0.370136,0.226376,0.470366,0.287637,0.188013,0.336633,0.171632,0.282258,0.350706,0.466837,0.415950,0.442937,0.595347,0.206602,0.412802,0.602605,0.452454,0.433405,0.431104,0.331217,0.102357,0.417271,0.553698,0.481694,0.295385,0.487335,0.457279,0.101002,0.272996,0.560353,0.565745,0.053288,0.176733,0.709783,0.229670,0.050191,0.228090,0.393982,0.461385,0.150243,0.816652,0.009718,0.482020,0.324331,0.829991,0.031210,0.035391,0.173433,0.044638,0.010648,0.114535,0.000363,0.288989,0.549583,0.247265,0.007250,0.175487,0.736189,0.048780,0.103754,0.214195,0.402119,0.181125,0.043118,0.903038,nan,0.058866,0.077853,0.579717,0.088803,0.065305,0.121558,0.004100,0.092246,0.114719,0.308873,0.037182,0.095541,0.160927,0.076503,0.784127
0.740765,0.204554,0.607995,0.193119,0.725139,0.785889,0.442037,0.233802,0.181492,0.783646,0.023388,0.225945,0.271425,0.594065,0.445604,0.225873,0.573134,0.266819,0.426063,0.428851,0.675040,0.478568,0.230564,0.588453,0.070408,0.462779,0.441015,0.823055,0.639773,0.186792,0.269634,0.173472,0.644170,0.274894,0.698000,0.499836,0.223762,0.465760,0.294545,0.508271,0.419636,0.543560,0.470797,0.220324,0.289443,0.122572,0.484439,0.304171,0.753509,0.447391,0.346488,0.632976,0.191539,0.444566,0.414142,0.641761,0.456513,0.305404,0.118941,0.376028,0.475895,0.164390,0.214199,0.557962,0.325460,0.710088,0.287235,0.523483,0.619059,0.707345,0.334365,0.274416,0.390210,0.226175,0.339421,0.390906,0.514409,0.605532,0.168901,0.430436,0.160385,0.575578,0.387006,0.781301,0.511067,0.336102,0.527821,0.222474,0.518489,0.477630,0.552579,0.728629,0.391202,0.257191,0.021024,0.670900,0.589821,0.551816,0.739921,0.360231,0.360090,0.021377,0.704507,0.827007,0.776593,0.537408,0.280168,0.280090,0.126660,0.539527,0.422330,0.522663,0.289101,0.141827,0.267927,0.145772,0.290725,0.163661,0.499129,0.380037,0.309973,0.507644,0.235232,0.394562,0.517105,0.425334,0.315334,0.253255,0.311908,0.101861,0.310142,0.389999,0.514086,0.302680,0.346925,0.320472,0.042995,0.294757,0.374702,0.575365,0.257950,0.446647,0.607579,0.125504,0.248338,0.616010,0.428751,0.553557,0.213209,0.791505,0.009284,0.566728,0.404502,0.825694,0.276809,0.140843,0.049164,0.004781,0.194320,0.227893,0.069114,0.702689,0.437188,0.240321,0.010801,0.650418,0.864713,0.695122,0.155483,0.332483,0.301217,0.090368,0.096175,0.947901,nan,0.295949,0.234026,0.516336,0.087870,0.280574,0.370981,0.023972,0.538329,0.344068,0.382229,0.091993,0.526539,0.653726,0.344262,0.433333
0.821543,0.142299,0.491093,0.357681,0.801020,0.829158,0.407756,0.321510,0.211933,0.788420,0.025597,0.324495,0.448385,0.604901,0.418654,0.269541,0.343078,0.155450,0.418297,0.347940,0.554827,0.522738,0.384436,0.801047,0.086498,0.489631,0.654136,0.977085,0.576664,0.233618,0.344903,0.235110,0.580433,0.373470,0.566957,0.522105,0.249953,0.771089,0.239145,0.513614,0.508261,0.702226,0.431129,0.260139,0.393261,0.244881,0.442058,0.448413,0.659586,0.522514,0.302659,0.774842,0.350572,0.505454,0.562830,0.739113,0.652588,0.201628,0.302570,0.201770,0.654197,0.315877,0.623029,0.660636,0.286754,0.412864,0.397580,0.643713,0.555757,0.484066,0.292580,0.211410,0.484667,0.431110,0.285407,0.427839,0.489348,0.561582,0.162954,0.420577,0.406542,0.530326,0.513629,0.565744,0.427035,0.272231,0.491441,0.216129,0.438352,0.462704,0.590222,0.647423,0.308830,0.231132,0.015840,0.580373,0.516397,0.526615,0.697153,0.347395,0.323647,0.019427,0.670779,0.839792,0.695983,0.319243,0.285175,0.367724,0.198535,0.323035,0.408172,0.372230,0.192187,0.153582,0.425606,0.210846,0.173036,0.321775,0.468251,0.181190,0.170935,0.704992,0.276405,0.182419,0.209039,0.483514,0.177207,0.142840,0.328252,0.109929,0.172506,0.296597,0.521481,0.125917,0.155276,0.405862,0.107125,0.120709,0.202776,0.495536,0.173435,0.466221,0.664498,0.130740,0.137596,0.449646,0.389104,0.574213,0.224162,0.778202,0.013554,0.585731,0.462018,0.830362,0.267987,0.135914,0.060978,0.007795,0.203213,0.257058,0.029963,0.648210,0.369041,0.244389,0.011067,0.572423,0.832018,0.600000,0.061662,0.217892,0.418711,0.177438,0.020139,0.853645,nan,0.396900,0.230092,0.420320,0.100481,0.376324,0.358196,0.021730,0.465437,0.274182,0.349049,0.058325,0.437367,0.452724,0.513661,0.190476
0.616171,0.777316,0.765435,0.026677,0.644410,0.886898,0.602241,0.125084,0.391023,0.762431,0.015879,0.134814,0.310742,0.321315,0.467223,0.645169,0.418037,0.089702,0.464009,0.673529,0.454166,0.420956,0.501508,0.690563,0.062207,0.393094,0.552028,0.475832,0.746067,0.557336,0.307037,0.132834,0.747160,0.662022,0.512673,0.615204,0.655747,0.834098,0.223179,0.596583,0.815289,0.752076,0.599956,0.725173,0.367839,0.207346,0.601255,0.753691,0.407737,0.555860,0.514783,0.567344,0.117307,0.548089,0.465311,0.610660,0.770381,0.400807,0.447436,0.117135,0.754689,0.535947,0.588099,0.607527,0.495827,0.573768,0.096153,0.588608,0.536660,0.656433,0.526759,0.352355,0.546110,0.215045,0.520101,0.531627,0.568781,0.684392,0.315784,0.361493,0.149169,0.655040,0.498428,0.678104,0.700587,0.378208,0.552469,0.135197,0.692930,0.553004,0.694564,0.776608,0.654521,0.157158,0.005597,0.723069,0.702750,0.060744,0.786580,0.628614,0.255937,0.010020,0.751688,0.896668,0.262732,0.428082,0.335577,0.161852,0.043341,0.446085,0.311548,0.360292,0.265639,0.421514,0.192833,0.131099,0.274374,0.423053,0.189085,0.308504,0.595694,0.592262,0.159714,0.307053,0.452607,0.299982,0.275301,0.443474,0.267810,0.027114,0.247987,0.312133,0.474384,0.249621,0.503498,0.444367,0.092795,0.234978,0.468474,0.549397,0.135184,0.351905,0.661456,0.151341,0.120019,0.381700,0.385783,0.471038,0.201772,0.855817,0.015355,0.479118,0.361091,0.809462,0.432620,0.276934,0.045251,0.004077,0.163864,0.394484,0.000140,0.766126,0.726796,0.139646,0.005958,0.713092,0.907554,0.014634,0.332238,0.465779,0.176312,0.033413,0.039127,1.000000,nan,0.396613,0.710489,0.554849,0.034875,0.310253,0.683756,0.003792,0.494217,0.604436,0.278904,0.024919,0.447983,0.775830,0.049180,0.160494
0.898543,0.452739,0.544903,0.126102,0.915406,0.878163,0.572999,0.188855,0.179058,0.781022,0.027899,0.186392,0.282752,0.510162,0.358726,0.218441,0.368823,0.065874,0.352986,0.115007,0.592303,0.536877,0.248529,0.624579,0.116644,0.517540,0.486605,0.816815,0.740736,0.083373,0.343434,0.181650,0.736339,0.352729,0.845926,0.622179,0.175991,0.635934,0.077640,0.610866,0.445153,0.954222,0.578244,0.213444,0.213723,0.423587,0.585757,0.339978,0.579999,0.649764,0.227228,0.508620,0.169636,0.645821,0.447604,0.834316,0.716252,0.136696,0.346670,0.148873,0.717120,0.333298,0.761472,0.708052,0.146100,0.550348,0.162582,0.689094,0.429824,0.873190,0.456222,0.123899,0.463162,0.147625,0.444537,0.210656,0.713016,0.735289,0.153683,0.396872,0.184358,0.691724,0.427322,0.703377,0.565915,0.118692,0.435271,0.240196,0.570965,0.296482,0.649293,0.720366,0.277388,0.171999,0.009932,0.675271,0.502591,0.444864,0.709742,0.308522,0.272344,0.008540,0.684971,0.697982,0.728200,0.533242,0.227778,0.241390,0.093743,0.536225,0.330049,0.518214,0.188747,0.186272,0.458571,0.262576,0.184916,0.314722,0.453542,0.128079,0.150363,0.697887,0.275717,0.130497,0.125731,0.379144,0.144493,0.122530,0.317728,0.121368,0.144638,0.231248,0.428741,0.101914,0.152587,0.522059,0.154165,0.092588,0.247081,0.532360,0.116278,0.197726,0.609490,0.115834,0.118549,0.312958,0.375305,0.548025,0.148929,0.753526,0.014445,0.567609,0.352826,0.863764,0.273953,0.129452,0.120734,0.031213,0.239143,0.371462,0.019156,0.693496,0.364722,0.203005,0.005146,0.626741,0.807215,0.702439,0.084963,0.196551,0.314860,0.129424,0.027212,0.870455,nan,0.752364,0.661895,0.274243,0.090240,0.812333,0.634037,0.011503,0.405590,0.240463,0.451737,0.166113,0.399151,0.579837,0.174863,0.296066
