0,477,648,307,473,589,666,395,424,299,431,876,682,413,4,714,75,864,525,842
1,762,280,649,334,331,785,498,587,516,328,463,264,127,839,2,343,779,418,211
2,516,386,498,127,343,267,264,467,779,150,759,211,382,377,387,266,418,200,300
3,457,263,310,748,74,675,397,889,635,878,539,687,744,193,773,366,179,146,274
4,296,431,432,864,108,477,344,48,898,768,513,567,434,427,299,473,226,814,534
5,561,548,831,687,347,591,101,122,329,521,54,780,358,442,475,705,669,11,40
6,614,142,889,869,454,404,372,108,165,494,675,234,748,326,517,263,74,193,366
7,338,445,331,234,781,871,799,796,711,562,869,541,372,639,135,324,675,844,751
8,495,606,712,402,295,307,682,570,526,143,803,529,347,823,353,170,637,47,697
9,743,195,455,13,745,223,213,520,841,269,392,62,333,659,756,30,435,449,445
10,867,763,827,469,697,823,206,770,570,492,544,495,323,143,754,320,529,45,744
11,508,610,438,210,179,410,687,96,82,403,237,885,537,646,660,14,181,426,66
12,810,538,330,878,790,344,581,814,346,706,733,683,597,102,165,547,883,889,846
13,381,301,528,213,106,470,195,177,628,449,435,743,201,627,882,191,328,642,217
14,494,17,742,660,385,748,96,675,35,11,874,534,646,90,165,612,375,678,189
15,51,661,771,48,879,125,401,284,816,657,96,68,208,93,585,752,426,171,232
16,874,344,385,45,748,742,165,357,99,494,17,336,599,843,155,20,757,223,197
17,14,494,344,742,534,874,96,20,748,619,223,375,613,18,385,485,678,90,298
18,454,614,481,234,65,17,189,675,746,110,534,385,484,155,341,226,748,619,404
19,271,401,112,174,243,194,608,232,601,151,383,876,278,497,78,865,51,74,48
20,344,602,149,464,806,874,17,45,744,870,99,410,731,385,398,52,469,255,742
21,406,22,37,403,761,808,438,664,92,556,391,669,507,398,410,511,214,894,117
22,417,21,698,438,166,37,332,403,582,808,634,66,437,82,156,11,727,117,633
23,151,316,360,865,182,125,305,48,661,114,612,194,146,553,611,546,829,693,15
24,829,209,283,172,44,791,72,253,514,248,128,86,208,39,585,42,607,50,80
25,312,370,94,294,418,775,300,540,239,576,839,486,272,433,343,532,245,388,211
26,484,226,714,788,628,764,4,230,327,144,841,62,76,494,534,342,745,869,454
27,278,395,864,141,85,567,716,439,224,284,477,114,305,773,413,666,767,296,787
28,233,521,11,55,508,687,54,263,748,501,149,878,740,14,3,163,635,103,770
29,159,546,123,489,183,111,42,286,607,604,411,575,622,167,298,400,410,109,210
30,745,341,454,234,62,743,659,889,223,841,522,890,455,404,195,440,281,614,520
31,877,669,591,54,633,840,238,717,531,122,682,254,551,831,634,171,170,265,158
32,439,477,204,224,356,221,716,438,139,108,179,318,754,888,244,581,48,369,749
33,409,781,882,659,479,743,812,642,445,234,890,106,776,725,745,13,277,440,201
34,72,376,205,44,140,98,737,461,21,308,552,633,423,451,406,275,813,808,657
35,660,878,165,494,874,263,385,290,647,48,114,85,581,534,675,731,341,146,748
36,57,98,253,128,359,661,771,262,632,72,209,657,319,552,260,140,724,15,210
37,837,727,406,761,410,894,403,760,657,634,556,391,515,297,885,398,663,92,83
38,572,456,308,190,860,784,424,154,877,592,413,629,589,275,875,688,552,842,665
39,663,832,128,653,444,42,884,583,319,604,37,724,253,72,426,565,761,209,736
40,780,831,477,519,681,716,439,244,367,101,524,179,304,427,413,873,664,122,521
41,875,617,831,126,567,256,680,413,557,507,85,87,490,208,122,284,477,716,664
42,585,426,514,253,489,210,96,348,39,128,752,661,209,778,879,132,337,657,604
43,637,800,578,54,31,137,170,321,332,495,149,22,417,347,582,143,730,423,723
44,72,98,283,172,209,632,817,737,376,552,490,661,260,680,208,535,461,585,564
45,99,344,469,898,748,602,165,619,867,827,385,431,870,102,874,843,75,876,534
46,191,227,217,389,124,470,201,106,627,584,651,13,774,324,886,25,331,642,277
47,495,302,887,295,349,399,228,685,815,823,384,393,496,849,547,570,852,307,356
48,251,661,426,208,125,15,284,816,879,35,716,179,601,778,585,729,99,296,780
49,786,881,249,603,818,861,283,607,209,560,830,24,553,50,405,880,592,609,860
50,248,405,553,56,623,283,735,253,208,715,771,345,212,829,24,337,737,279,42
51,15,174,771,251,747,48,661,487,208,414,248,125,284,171,778,413,879,359,408
52,99,507,314,702,477,197,208,369,284,439,410,403,426,534,431,462,398,482,873
53,768,85,299,278,580,887,466,864,697,849,601,547,484,145,194,75,276,787,141
54,163,255,740,321,780,347,831,332,318,681,530,122,438,521,329,170,143,581,524
55,233,691,149,521,54,687,28,501,163,321,705,11,637,740,631,805,508,438,137
56,50,553,283,253,248,865,345,208,771,715,271,824,405,112,829,623,316,296,48
57,36,657,253,98,680,87,552,661,461,72,410,44,514,260,550,632,319,140,564
58,653,724,443,72,172,275,376,322,860,552,832,86,140,128,511,126,406,665,216
59,185,549,704,325,701,289,676,225,148,242,543,899,428,258,516,241,807,247,545
60,281,277,445,372,455,169,79,474,392,711,324,651,234,274,708,796,341,765,871
61,304,773,687,713,114,439,179,305,740,631,40,702,831,780,660,353,103,11,401
62,745,234,841,30,743,341,454,756,373,659,614,455,223,339,385,144,638,375,78
63,662,771,284,67,296,525,171,413,408,224,672,112,487,426,314,477,27,51,72
64,93,484,71,769,729,276,534,460,341,196,494,662,65,226,165,194,745,841,278
65,114,232,99,878,284,494,748,179,67,879,534,68,385,96,675,123,165,35,208
66,82,11,508,698,438,20,885,163,96,417,794,255,744,214,344,805,357,197,398
67,68,120,284,314,524,99,171,662,771,426,93,65,876,780,678,232,681,408,45
68,67,270,120,816,99,426,524,96,314,197,408,65,82,284,879,843,678,171,876
69,816,604,489,447,426,613,314,400,197,369,410,657,181,99,446,96,741,298,879
70,225,192,230,320,110,827,639,638,711,336,683,536,541,542,620,625,228,323,867
71,494,341,534,484,675,290,748,234,481,614,136,375,700,401,635,619,18,889,385
72,737,443,753,552,44,413,875,376,831,172,115,98,322,490,487,461,873,128,696
73,193,263,878,182,538,3,675,6,660,409,889,136,748,614,846,326,479,146,790
74,146,675,179,432,748,439,876,601,310,494,865,3,780,462,383,103,232,612,263
75,580,754,484,145,534,854,898,746,192,768,356,647,518,250,299,788,876,45,395
76,590,520,628,223,659,327,725,502,743,756,269,781,62,234,799,90,226,844,890
77,505,696,632,335,322,566,115,407,451,98,840,425,34,51,376,674,72,184,671
78,341,454,614,136,194,234,675,764,889,202,484,517,91,290,788,62,608,278,342
79,372,474,445,765,281,796,274,142,404,455,614,711,60,454,745,234,323,889,492
80,209,44,551,490,72,24,172,657,791,98,451,690,283,128,42,461,406,376,319
81,117,757,181,197,738,35,744,804,703,508,599,855,657,218,678,310,874,14,255
82,66,417,403,698,11,314,537,68,508,96,99,120,197,398,117,707,524,67,678
83,515,181,398,117,806,410,262,403,37,186,406,87,657,731,507,646,617,489,634
84,855,11,210,181,237,96,125,358,693,14,612,703,401,660,804,153,82,159,508
