0,757,271,601,497,85,306,309,174,612,278,597,202,477,299,197,525,434,284,99
1,642,649,846,708,890,276,127,584,541,793,785,290,333,639,700,144,533,733,488
2,150,124,421,377,659,222,500,458,470,277,343,267,33,9,528,280,338,576,370
3,816,796,237,612,400,286,111,68,534,193,326,426,372,197,40,383,71,270,870
4,599,517,889,675,544,330,341,625,614,397,226,17,534,6,93,484,165,263,729
5,472,209,723,184,784,249,535,885,730,892,11,610,797,321,233,21,84,82,548
6,226,562,93,599,194,360,4,146,518,559,742,544,155,431,250,330,519,517,67
7,625,234,341,263,455,517,313,841,247,165,445,781,534,590,65,330,600,226,93
8,295,143,198,307,399,570,10,545,356,526,854,527,670,606,495,320,170,102,293
9,440,277,377,30,455,79,223,889,343,781,520,445,372,189,136,90,799,16,124
10,307,606,621,143,399,439,263,618,141,545,321,8,496,47,438,149,580,228,101
11,403,101,664,524,179,120,398,168,730,117,126,885,92,255,723,833,163,508,489
12,173,733,810,569,853,131,129,826,702,852,794,367,716,865,768,838,814,849,290
13,277,615,217,528,301,774,467,382,195,312,418,142,370,213,440,223,328,324,294
14,96,462,84,508,494,520,675,73,369,17,45,153,90,408,874,681,341,240,464
15,865,657,693,173,159,826,650,575,91,769,567,862,358,728,838,661,832,129,276
16,17,18,440,494,223,481,204,455,255,196,30,344,898,90,889,136,323,79,445
17,16,599,898,330,494,341,675,344,65,481,223,90,455,889,255,729,534,4,519
18,223,16,196,142,898,889,366,79,17,70,30,323,494,725,155,492,614,204,781
19,271,497,174,757,309,310,816,85,298,123,202,416,601,197,151,612,285,400,270
20,32,149,385,543,438,619,687,62,101,621,403,887,120,179,163,787,636,11,10
21,664,730,403,524,209,11,92,391,179,101,54,741,22,117,67,425,505,761,408
22,11,21,101,511,894,752,873,425,403,117,556,482,314,505,713,730,761,275,398
23,383,655,151,243,286,816,401,273,202,167,78,68,270,269,316,283,424,480,85
24,829,205,604,212,376,283,248,461,400,180,197,424,515,39,183,305,68,181,51
25,46,388,334,486,201,331,371,294,312,328,812,801,528,498,435,418,576,217,280
26,252,373,614,454,517,625,142,4,599,371,312,226,330,360,628,195,544,418,6
27,326,816,400,63,286,870,601,197,122,270,74,202,391,283,364,401,68,40,306
28,255,233,242,344,508,237,874,120,84,681,524,163,96,66,521,17,185,494,481
29,167,88,379,86,316,151,180,303,655,51,442,50,87,36,109,270,424,453,446
30,440,79,889,455,9,445,277,16,494,142,223,17,18,90,520,418,506,614,675
31,472,410,892,443,291,233,105,784,548,209,54,184,355,125,347,352,379,303,44
32,20,149,438,636,62,101,787,823,385,621,10,749,307,114,543,179,527,687,143
33,280,343,421,659,150,277,338,124,458,381,433,576,743,60,217,774,500,269,266
34,209,784,813,632,205,260,831,472,420,140,610,352,249,512,674,308,551,760,5
35,646,424,741,85,757,208,870,158,391,48,68,427,270,306,103,401,283,601,310
36,57,86,181,443,88,51,87,29,303,442,297,180,690,260,472,50,167,461,376
37,885,403,117,741,391,730,209,515,11,408,679,524,123,398,723,477,833,664,452
38,456,592,572,552,868,643,158,483,605,842,724,563,653,86,772,656,164,834,133
39,337,884,546,197,283,426,741,405,253,646,68,248,870,122,348,894,21,306,209
40,426,68,92,179,816,270,237,317,413,284,870,326,524,11,255,452,501,63,508
41,262,256,583,760,171,617,140,665,565,740,737,834,662,647,672,716,629,731,487
42,186,408,209,166,752,679,117,398,797,646,125,894,870,727,472,761,507,515,546
43,184,163,5,66,242,11,321,730,548,723,472,120,892,403,508,255,233,784,512
44,472,209,761,741,730,885,117,352,391,515,317,408,833,37,441,892,535,186,548
45,457,108,204,439,196,462,494,90,263,492,344,625,16,357,445,96,898,4,748
46,25,331,576,201,388,334,418,498,857,195,294,312,328,812,486,371,280,343,433
47,349,143,293,529,681,307,676,108,318,438,55,204,393,244,344,508,670,120,746
48,597,741,284,278,870,299,427,309,114,874,431,108,63,477,679,68,395,208,35
49,180,829,288,283,607,5,442,362,655,472,405,134,461,181,209,39,23,563,443
50,283,167,51,87,741,442,376,362,848,303,424,85,248,180,105,680,270,427,757
51,537,427,283,741,270,400,151,197,306,870,309,434,63,424,248,689,87,337,167
52,99,482,713,215,507,752,408,395,525,67,101,431,314,179,307,398,417,511,299
53,64,597,431,346,600,114,65,299,397,383,202,427,477,783,460,436,234,534,757
54,163,403,233,11,21,209,870,524,723,508,99,321,208,126,299,67,82,393,168
55,47,670,11,255,398,873,120,244,508,293,179,393,92,349,66,723,510,658,621
56,283,197,400,816,219,248,348,183,337,612,309,432,63,286,601,3,122,68,27
57,690,36,190,115,531,552,592,875,724,667,564,753,86,594,311,589,80,216,880
58,572,832,665,171,817,834,594,662,760,311,623,262,282,586,653,583,72,551,564
59,356,899,228,336,854,221,287,323,192,466,378,670,320,102,570,295,293,495,70
60,193,269,78,590,330,202,343,326,874,534,200,474,599,436,625,372,381,331,517
61,769,161,553,619,831,187,650,687,251,91,602,76,564,693,385,173,662,647,862
62,385,619,76,543,20,327,392,32,231,263,602,638,887,17,455,704,90,242,344
63,68,424,612,870,286,283,400,197,601,85,426,27,243,270,427,537,816,202,480
64,145,202,165,534,93,397,597,53,874,517,436,599,330,383,85,625,341,299,4
65,93,527,344,250,484,293,559,17,313,114,179,524,108,330,534,874,431,403,341
66,120,82,508,163,748,179,263,510,255,457,11,439,99,384,321,723,462,17,204
67,93,179,410,82,403,194,477,299,723,168,99,120,73,278,874,664,398,263,101
68,816,197,612,870,63,426,601,270,284,305,286,884,310,40,179,400,534,646,122
69,426,68,601,197,612,310,816,306,122,504,400,63,757,3,270,427,284,202,179
70,228,225,281,79,466,366,378,293,323,223,204,481,898,18,676,155,196,108,336
71,534,344,494,90,372,445,614,189,223,440,338,484,796,108,481,889,748,341,234
72,115,760,594,592,564,311,140,552,589,216,661,834,490,859,724,171,693,257,653
73,462,874,391,67,870,317,93,165,341,82,17,313,675,299,96,408,240,723,534
74,326,306,208,816,197,612,286,870,305,590,27,103,237,601,270,400,202,60,874
75,559,250,823,141,258,194,93,854,404,580,525,65,366,206,155,562,330,518,763
76,385,62,619,543,392,824,602,240,534,20,459,783,874,831,600,193,579,520,327
77,5,107,475,472,249,566,184,209,784,548,44,892,723,31,505,355,54,423,34
78,202,60,269,243,193,342,612,316,534,383,85,338,326,286,266,783,200,273,401
79,30,440,70,142,614,455,889,323,9,223,506,781,18,277,116,445,16,343,225
80,260,564,238,603,817,358,594,561,249,831,566,361,36,115,472,832,138,553,661
81,135,151,273,270,51,400,286,816,870,401,167,306,118,537,427,103,316,109,197
82,120,66,67,321,99,723,179,101,462,439,329,438,610,263,885,664,73,408,108
83,741,253,337,515,761,680,410,894,679,166,663,413,477,507,634,248,408,646,197
84,14,153,892,472,797,462,885,240,747,380,329,96,870,408,125,109,270,209,816
85,757,202,310,309,273,870,401,427,63,874,197,270,240,306,286,68,597,64,383
86,88,483,303,443,868,36,115,29,442,379,87,260,689,51,589,158,50,238,174
87,51,50,442,158,446,88,86,362,105,483,376,689,303,868,29,36,167,311,741
88,86,29,689,87,51,483,868,303,442,158,91,174,379,531,36,650,167,261,260
89,885,524,92,11,179,209,96,244,82,66,101,120,21,112,664,210,253,505,168
90,898,17,494,455,375,481,445,263,440,484,344,223,30,16,492,850,534,71,676
91,650,769,838,865,15,173,657,159,767,419,575,814,358,129,728,693,759,131,872
92,179,40,11,535,317,426,284,664,126,172,21,730,209,524,101,210,398,723,833
93,65,330,874,67,431,145,599,194,559,6,250,313,346,534,477,397,179,344,64
94,191,239,774,615,312,433,217,195,13,576,449,324,370,294,213,277,382,435,343
95,745,481,485,189,484,336,898,30,17,344,375,155,889,748,469,9,223,274,518
96,14,462,369,17,408,120,681,244,508,524,675,341,344,501,117,885,494,73,870
97,861,868,607,279,596,376,880,623,260,721,212,461,555,80,563,825,859,786,817
98,297,664,253,761,37,410,317,663,741,634,209,730,833,352,515,885,83,92,679
99,179,431,439,524,82,263,52,67,398,101,469,108,126,120,408,93,508,66,299
100,275,98,209,511,761,37,21,205,22,634,730,11,425,117,412,610,664,92,352
101,11,244,438,403,664,507,482,120,82,99,67,179,321,873,524,126,556,317,730
102,287,307,293,807,65,899,295,356,143,320,466,527,850,336,854,281,378,250,621
103,326,197,286,434,202,400,601,452,816,74,870,270,309,64,68,306,305,85,757
104,842,564,169,661,424,589,767,553,115,251,282,622,358,832,814,451,309,359,703
105,158,303,741,757,443,416,85,680,424,50,306,48,253,87,434,240,35,442,271
106,312,470,211,445,343,381,60,264,377,719,382,436,266,277,625,223,7,774,191
107,784,134,77,443,205,288,44,209,472,31,442,283,186,34,461,813,607,319,892
108,534,293,204,457,439,45,179,65,898,746,185,527,544,313,120,344,299,263,196
109,341,885,646,296,783,816,599,870,874,397,118,391,729,400,270,747,741,411,73
110,258,196,230,466,763,454,323,142,116,366,492,252,468,440,516,223,79,155,484
111,350,3,208,96,383,870,40,270,816,494,219,462,237,71,68,222,655,843,427
112,298,194,395,345,123,108,67,360,99,431,45,82,499,534,278,559,296,625,93
113,654,639,890,751,673,882,789,765,701,541,389,558,871,896,584,785,290,793,182
114,65,469,93,519,344,431,850,67,729,179,484,99,263,874,250,313,299,524,168
115,589,564,531,72,311,594,760,552,592,724,795,86,623,216,875,877,648,171,661
116,247,79,454,110,620,223,449,142,801,343,763,774,382,312,455,230,440,498,615
117,408,885,515,646,186,11,37,679,870,741,209,398,96,664,391,329,403,477,317
118,427,870,109,874,452,524,397,400,431,237,341,96,270,372,306,344,816,401,151
119,252,874,625,330,145,763,341,599,313,4,93,75,223,614,454,506,378,346,559
120,66,82,163,179,263,439,403,457,11,255,17,384,748,101,723,108,67,898,462
121,533,869,758,809,289,587,739,541,1,333,276,642,844,169,488,173,182,710,635
122,197,601,284,426,68,816,884,337,870,612,27,306,67,183,622,40,219,398,400
123,298,93,37,625,194,112,431,391,622,65,874,202,364,599,99,114,296,360,64
124,343,421,188,266,150,576,440,338,500,267,458,222,470,280,277,33,418,433,2
125,284,176,209,179,253,68,408,410,411,210,126,507,870,67,819,771,291,165,172
126,671,507,524,723,833,11,664,873,99,352,209,179,508,101,92,284,403,398,210
127,793,584,789,751,333,708,558,642,709,890,673,700,785,845,389,354,882,776,822
128,837,617,737,140,647,760,565,583,551,41,171,623,879,72,451,780,585,665,257
129,276,790,567,173,733,569,810,647,853,731,814,131,878,290,538,865,876,883,838
130,313,621,93,399,469,606,293,141,344,299,65,307,477,263,67,525,114,431,403
131,865,173,838,129,661,814,767,569,826,12,567,15,853,769,832,647,650,693,872
132,760,831,594,161,699,41,669,115,877,808,795,741,662,216,465,311,138,83,653
133,863,648,216,753,760,589,591,552,633,115,877,669,594,531,171,592,572,588,724
134,442,283,607,443,107,273,51,36,472,424,376,212,27,49,50,306,63,362,181
135,270,68,338,816,479,401,222,590,85,870,757,372,310,269,383,286,500,350,397
136,223,372,614,330,599,445,494,341,889,781,455,440,93,16,364,18,625,277,874
137,770,707,822,539,637,541,691,635,878,852,809,720,765,734,896,639,577,533,595
138,877,238,831,800,795,451,420,824,551,669,760,554,512,674,472,879,699,565,171
139,221,170,854,353,476,204,697,823,658,670,287,438,244,224,307,457,495,402,749
140,669,551,216,565,760,41,128,860,617,72,837,736,585,256,674,629,665,171,877
141,559,250,75,606,93,439,580,65,518,823,67,194,206,527,854,525,519,403,697
142,223,277,725,18,79,614,301,196,445,328,13,440,195,418,30,781,889,454,774
143,295,293,307,47,8,545,670,10,606,399,527,163,185,854,438,102,287,621,807
144,788,639,810,547,714,649,896,276,569,542,765,541,549,878,849,720,785,853,129
145,330,64,93,625,874,534,341,599,364,263,397,600,67,4,559,65,313,60,202
146,6,519,518,226,274,67,827,93,176,748,114,599,469,4,194,141,17,165,507
147,636,149,198,8,428,618,10,170,32,621,20,527,606,75,307,141,823,268,580
148,638,492,366,225,323,155,196,763,247,192,70,618,466,529,223,378,527,116,336
149,20,527,621,438,32,65,143,10,618,307,807,293,545,887,823,439,179,163,225
150,421,280,343,370,418,528,576,433,294,277,312,470,217,435,124,659,774,33,331
151,316,286,167,202,424,383,400,270,273,427,432,243,51,434,309,305,85,23,197
152,579,392,62,76,374,385,630,897,106,459,619,445,225,231,455,223,527,543,711
153,797,84,240,870,479,14,233,462,520,892,747,646,73,350,521,401,408,96,508
154,439,141,101,254,321,622,606,172,395,525,278,819,511,122,664,176,482,179,67
155,366,562,484,196,323,226,492,404,336,330,247,466,223,898,867,70,614,559,468
156,410,322,406,706,170,664,438,873,215,726,287,507,67,482,179,621,827,149,126
157,48,395,741,477,317,125,410,408,117,679,83,284,391,164,253,248,283,424,85
158,105,303,680,35,87,741,483,442,261,646,757,208,88,337,51,164,546,50,86
159,865,15,862,838,657,769,575,728,91,650,173,814,182,693,129,131,276,767,810
160,670,307,295,349,143,47,495,287,697,114,850,395,393,102,244,854,52,369,606
161,657,129,662,647,814,173,617,703,171,276,132,875,15,834,567,626,187,853,434
162,758,869,708,635,533,809,769,660,798,169,878,822,257,538,276,879,419,289,883
163,403,120,66,54,185,524,321,11,527,508,293,65,143,606,99,313,255,344,168
164,166,680,741,546,646,408,761,186,83,894,727,679,39,337,117,348,362,248,713
165,64,17,4,517,599,73,534,783,544,67,612,7,93,675,341,120,240,202,176
166,164,727,408,646,186,761,741,507,117,42,894,83,680,546,679,515,813,752,253
167,316,151,180,273,29,400,50,51,23,85,283,655,197,270,202,829,816,286,309
168,477,403,11,67,723,65,524,413,179,741,556,284,114,410,163,108,398,664,431
169,647,648,767,569,282,769,814,661,131,876,862,869,865,173,662,564,129,703,276
170,287,807,438,670,143,495,307,658,482,854,899,621,102,356,221,10,244,101,8
171,662,703,665,617,760,647,817,256,837,834,877,650,832,575,800,451,879,565,731
172,322,410,317,507,92,819,664,179,284,210,126,125,253,99,67,275,122,101,52
173,853,865,129,810,826,838,567,733,131,15,290,276,12,769,876,767,650,569,678
174,497,757,271,85,601,310,306,19,270,197,741,416,151,434,612,337,316,273,74
175,774,213,94,449,382,211,467,191,324,856,13,217,370,106,239,468,312,801,381
176,544,827,422,125,67,278,165,504,194,477,284,179,410,6,395,299,93,612,431
177,755,659,470,458,528,269,500,150,331,857,812,266,387,388,421,277,479,377,343
178,462,885,82,329,73,84,209,96,664,364,380,109,472,723,408,5,747,892,37
179,99,263,92,439,67,120,65,108,723,93,11,403,255,82,344,524,477,66,413
180,167,829,181,283,273,212,655,400,51,286,50,816,151,183,424,461,29,442,401
181,757,197,270,306,68,400,283,180,183,310,816,870,85,237,122,208,741,286,135
182,776,838,844,890,756,354,759,751,673,845,762,764,333,785,728,584,769,779,811
183,400,197,337,253,68,741,270,286,283,122,40,816,248,537,181,452,103,306,604
184,472,43,892,548,5,730,885,209,784,723,403,11,37,747,321,54,664,870,181
185,293,313,545,108,163,65,527,676,399,263,529,621,534,143,384,242,874,70,393
186,117,42,398,408,646,472,713,166,761,352,870,11,515,894,548,752,727,679,209
187,703,91,564,650,359,553,161,594,769,358,693,76,728,657,575,115,88,29,87
188,124,266,576,520,479,343,500,433,523,331,421,440,150,458,30,46,418,338,267
189,372,506,781,874,9,71,136,590,614,494,743,343,222,30,223,440,455,889,338
190,531,57,115,592,753,724,311,588,772,265,589,552,594,690,875,564,795,825,648
191,239,94,217,312,774,433,576,370,294,280,343,195,435,382,528,615,277,467,213
192,366,196,228,258,492,356,70,302,225,823,336,545,204,229,466,468,320,527,59
193,60,326,269,534,202,372,612,874,796,78,286,692,590,243,3,599,342,305,341
194,298,93,67,544,6,360,559,534,562,476,75,112,357,141,250,518,625,278,330
195,801,449,277,312,13,201,328,433,774,781,142,334,615,213,343,217,301,517,528
196,366,492,18,155,192,466,110,223,142,258,544,204,16,763,468,323,559,527,823
197,306,400,870,68,612,884,305,816,337,601,183,248,270,286,122,103,741,426,74
198,8,143,295,356,102,670,807,527,621,307,428,287,293,399,170,529,320,570,149
199,307,621,10,101,130,556,395,482,141,580,807,67,21,854,606,425,194,438,75
200,599,341,841,857,590,269,625,498,60,517,781,330,223,195,889,445,371,4,675
201,498,801,331,388,195,371,25,812,857,46,343,312,440,470,328,200,280,334,454
